Year,Month,Variable,E.Anchorage,H.Annette_Island,A.Barrow,C.Bethel,D.Bettles,G.Cold_Bay,H.Cordova,D.Fairbanks,E.Homer,H.Juneau,C.King_Salmon,H.Kodiak,B.Kotzebue,D.McGrath,B.Nome,D.Northway,B.St_Paul_Island,E.Talkeetna,D.Tanana,H.Yakutat
1980,Mar,P,7.62,246.89,0.51,29.21,2.54,89.41,141.73,3.3,54.1,69.85,38.35,129.79,15.75,7.37,18.03,2.79,25.15,22.61,5.08,189.99
1980,Apr,P,4.83,428.75,1.52,9.91,6.1,43.43,205.49,2.54,83.06,135.13,10.67,148.59,8.89,2.03,10.92,9.91,19.3,13.21,0,456.95
1980,May,P,42.67,115.57,0.25,21.34,28.7,107.19,194.56,7.87,57.91,64.26,40.89,161.04,0.76,31.75,27.43,1.27,21.08,82.04,18.03,183.64
1980,Jun,P,69.34,20.57,14.22,84.58,63.25,93.22,132.08,35.05,34.04,111,55.63,54.61,28.45,88.14,96.01,35.81,77.47,145.54,56.13,95
1980,Jul,P,57.66,170.69,19.56,101.6,42.93,68.07,229.87,34.8,75.95,164.85,75.44,21.34,38.61,75.18,63.75,81.79,30.48,118.87,62.99,302.01
1980,Aug,P,77.72,166.62,35.81,69.09,44.7,100.33,257.81,42.67,71.63,142.49,59.94,45.21,23.37,62.48,38.1,38.1,96.01,87.12,49.02,295.66
1980,Sep,P,64.26,205.49,18.54,24.13,11.68,132.84,277.88,19.3,65.79,200.91,50.8,218.95,13.72,33.53,30.73,35.81,71.63,59.18,22.35,349
1980,Oct,P,77.47,466.09,9.14,22.86,50.55,112.27,382.27,9.91,116.08,286,62.48,238.25,13.21,16.76,41.91,5.33,72.39,54.36,10.16,741.43
1980,Nov,P,12.45,441.2,3.05,5.08,7.62,73.15,313.44,17.78,77.22,180.34,30.23,180.85,3.81,18.54,23.88,4.57,52.32,27.43,5.84,451.36
1980,Dec,P,10.41,358.39,2.03,6.1,9.91,56.9,150.37,8.13,30.23,57.66,12.45,117.86,8.38,4.57,11.94,2.29,21.34,14.22,5.59,197.1
1981,Jan,P,23.62,259.33,5.59,15.49,23.88,59.44,498.35,7.87,169.67,118.36,44.7,346.71,22.61,9.91,37.08,1.78,40.13,30.23,14.22,569.72
1981,Feb,P,24.64,162.81,1.52,25.4,30.73,113.03,201.93,19.81,56.39,65.28,57.4,163.32,12.19,41.91,36.58,4.57,13.21,70.87,14.48,209.55
1981,Mar,P,10.41,268.48,0.76,10.41,7.87,59.44,202.18,1.78,152.91,47.75,46.48,204.47,15.24,3.3,20.83,0.76,20.07,10.41,5.84,323.34
1981,Apr,P,4.83,262.38,4.83,14.99,14.73,33.02,34.54,8.13,2.54,53.59,12.45,72.64,11.18,14.22,26.16,7.62,13.72,3.05,14.99,178.82
1981,May,P,20.57,119.13,1.52,4.06,13.21,78.49,172.21,18.54,43.69,83.06,18.54,184.4,4.06,18.8,16.76,17.53,36.83,28.7,11.18,96.77
1981,Jun,P,21.08,134.87,12.95,45.47,39.62,44.45,176.28,48.51,14.48,61.98,57.66,47.5,2.29,50.55,20.32,55.37,29.21,133.35,66.8,130.56
1981,Jul,P,111.51,55.63,44.96,38.35,103.12,67.06,282.19,61.21,94.74,107.95,55.12,64.26,89.15,75.95,85.6,42.42,21.59,222,128.52,280.42
1981,Aug,P,125.98,185.67,14.22,46.74,70.87,145.54,826.01,34.29,94.74,157.23,99.82,110.49,28.45,67.31,64.01,43.94,63.5,187.71,69.85,684.02
1981,Sep,P,54.61,334.52,13.21,24.13,16.51,57.15,272.8,20.32,55.88,294.89,46.23,189.74,9.91,18.03,23.37,20.57,27.18,51.31,32,611.12
1981,Oct,P,88.65,209.55,8.13,41.15,30.23,165.35,426.72,23.11,59.94,156.97,40.39,80.01,14.73,52.83,41.4,33.53,62.99,105.92,32.77,756.16
1981,Nov,P,46.99,421.89,1.52,53.85,20.57,78.99,211.58,23.11,114.81,176.02,33.27,185.17,10.92,37.85,17.27,14.73,66.8,34.04,16.51,429.01
1981,Dec,P,9.14,235.2,2.29,10.16,10.92,80.26,234.44,14.73,107.95,56.9,14.99,132.59,15.49,17.78,30.23,3.05,25.65,13.21,6.35,214.63
1982,Jan,P,0.51,223.52,4.32,43.43,8.89,137.41,29.97,8.64,23.88,95,37.59,183.39,32.77,12.95,38.35,4.06,24.13,0.76,3.81,81.03
1982,Feb,P,17.53,89.66,10.92,16,8.13,28.7,69.09,9.65,9.65,36.07,3.81,53.85,15.24,12.7,40.39,18.03,9.65,20.07,14.48,56.13
1982,Mar,P,10.67,156.46,6.1,40.39,31.5,87.63,210.31,9.91,36.58,64.01,34.8,50.55,13.21,60.45,21.34,10.67,37.34,43.18,23.88,128.78
1982,Apr,P,6.86,189.99,8.64,22.61,38.35,33.78,113.28,23.62,24.38,61.98,30.48,91.44,8.38,23.62,17.53,6.86,16.51,9.91,27.69,373.63
1982,May,P,13.72,192.02,9.91,22.35,9.14,104.9,88.65,24.38,7.11,129.54,39.37,140.97,5.59,29.72,31.24,8.89,35.56,33.27,12.45,210.57
1982,Jun,P,39.62,15.49,5.33,31.5,43.18,74.42,186.18,49.78,23.62,47.24,77.22,185.17,17.78,34.54,39.37,26.16,27.43,106.68,43.94,222
1982,Jul,P,61.21,120.14,19.81,97.03,108.97,155.7,166.88,59.18,26.67,43.94,50.29,96.77,31.5,81.53,41.15,26.92,46.23,145.8,96.52,84.58
1982,Aug,P,59.18,46.99,21.84,89.66,63.75,55.12,169.67,42.42,27.94,151.64,50.55,56.64,35.05,69.34,43.69,18.8,41.66,115.57,88.9,217.68
1982,Sep,P,118.36,140.72,14.99,118.36,105.16,163.58,454.15,19.56,131.83,129.54,130.56,256.54,44.7,127,94.49,15.49,58.67,191.52,62.23,447.8
1982,Oct,P,74.93,394.97,14.22,56.13,9.65,61.21,252.73,37.59,40.13,202.44,35.81,89.92,28.45,68.83,35.31,19.56,50.55,52.58,17.53,453.64
1982,Nov,P,43.69,217.68,0.51,40.89,18.29,130.05,163.07,37.85,40.89,53.34,21.08,192.53,28.45,31.24,55.88,12.95,76.45,43.18,21.08,443.48
1982,Dec,P,2.79,185.67,3.3,12.7,25.65,78.74,339.34,5.84,104.9,29.72,34.8,342.65,9.14,25.91,30.23,5.08,55.12,45.72,10.67,346.96
1983,Jan,P,5.33,272.54,0.76,2.79,1.27,40.13,159.51,6.1,37.08,101.6,10.67,233.43,7.37,4.57,5.59,14.48,7.11,11.68,6.35,330.96
1983,Feb,P,5.84,160.02,2.29,1.78,3.05,16.76,153.67,4.57,39.88,42.93,6.35,192.02,3.81,2.79,1.78,7.87,27.69,11.68,2.03,286.26
1983,Mar,P,0,54.1,0,1.52,2.79,22.35,23.62,2.29,17.02,14.99,5.59,211.84,6.86,0.25,3.05,2.03,3.56,2.29,0,115.57
1983,Apr,P,34.54,100.84,5.08,66.55,8.38,89.66,188.72,6.86,26.67,64.01,56.39,57.15,18.29,64.77,29.97,2.54,61.72,65.53,16,436.88
1983,May,P,14.99,117.09,1.78,10.41,5.59,40.39,104.65,3.56,13.72,136.4,34.8,321.82,3.3,34.04,12.95,5.33,27.43,32.26,6.35,293.37
1983,Jun,P,16.76,88.9,2.79,20.07,4.57,33.27,60.45,14.48,12.45,68.33,30.48,200.15,13.97,29.97,7.87,71.12,13.97,44.96,20.32,64.52
1983,Jul,P,13.97,168.91,2.54,0,44.96,68.83,81.53,43.43,25.4,80.26,38.86,54.86,41.4,34.04,37.34,81.03,60.71,44.45,36.83,182.63
1983,Aug,P,73.41,286.77,26.42,38.61,103.38,103.12,287.78,84.58,55.88,241.81,59.18,18.54,85.34,96.27,84.84,41.15,87.38,144.53,95.5,437.9
1983,Sep,P,58.17,212.6,23.62,35.56,45.97,112.01,217.68,23.37,49.78,155.7,59.94,74.42,42.67,52.07,57.15,25.91,59.44,83.57,51.56,593.34
1983,Oct,P,67.82,394.46,9.14,55.37,31.24,122.43,380.75,55.63,61.72,107.7,71.63,136.14,25.15,48.77,47.5,6.86,56.39,117.6,23.88,470.66
1983,Nov,P,5.84,216.15,6.35,15.75,5.59,144.53,103.63,2.03,221.49,29.21,24.89,390.14,26.42,12.95,41.66,3.3,84.33,6.35,2.03,154.94
1983,Dec,P,12.19,98.04,1.27,26.16,4.32,185.67,55.37,16.51,5.59,12.45,12.19,61.72,12.95,25.15,28.19,4.32,101.09,14.48,7.62,96.27
1984,Jan,P,33.02,300.23,4.83,4.32,13.97,58.42,231.14,22.61,121.16,153.92,29.97,256.79,13.72,36.32,15.49,NA,30.99,48.26,19.05,448.31
1984,Feb,P,27.43,289.81,4.06,0,8.89,71.63,149.35,16.26,56.9,137.16,13.97,146.05,0.25,19.81,0.25,NA,0.51,22.61,7.62,421.89
1984,Mar,P,2.03,212.09,2.79,2.54,2.54,39.62,142.75,0.76,30.99,95.25,11.18,252.48,2.79,27.43,5.59,NA,7.87,5.33,5.59,305.82
1984,Apr,P,23.62,145.03,6.86,11.68,19.05,45.47,101.6,11.94,40.39,53.59,10.92,159.26,6.1,5.08,22.1,NA,12.19,23.88,15.75,184.15
1984,May,P,24.38,134.62,1.78,9.91,10.67,30.48,71.88,29.72,10.67,46.74,27.43,124.46,16.26,36.32,11.43,NA,20.83,35.56,13.46,124.97
1984,Jun,P,27.94,238,0.76,39.88,41.91,36.83,65.53,12.19,22.1,105.92,40.39,130.81,9.65,31.5,20.32,NA,21.59,35.56,28.7,105.41
1984,Jul,P,28.19,171.96,21.08,25.91,100.08,44.96,98.55,74.93,25.91,175.77,33.02,77.22,53.59,53.59,83.82,NA,23.11,77.72,91.44,272.54
1984,Aug,P,81.53,183.64,41.66,72.39,82.04,37.59,129.79,29.21,105.92,159,61.21,35.31,75.69,57.91,113.03,NA,103.89,168.4,61.98,282.45
1984,Sep,P,65.79,138.43,3.81,27.94,3.3,72.9,218.19,5.59,98.04,87.88,22.61,212.6,43.18,14.48,40.13,NA,74.42,43.94,1.27,359.16
1984,Oct,P,35.05,336.8,8.38,11.18,3.81,92.46,234.7,17.78,30.73,169.93,14.48,80.01,8.89,10.16,23.37,NA,44.7,45.47,5.33,403.86
1984,Nov,P,3.81,212.09,3.05,16.76,2.03,193.29,173.74,10.67,22.35,152.15,25.4,126.49,12.7,8.13,10.16,8.64,95.76,11.18,4.57,305.05
1984,Dec,P,27.43,199.39,2.03,84.58,20.83,81.03,118.62,82.04,48.77,129.54,45.47,139.7,17.53,89.92,33.27,8.89,89.92,68.33,44.2,286.26
1985,Jan,P,17.78,301.24,1.27,23.62,22.1,83.57,309.37,13.21,107.44,257.3,24.13,366.01,9.91,34.54,15.49,14.22,72.64,64.52,14.99,807.97
1985,Feb,P,17.02,245.11,2.54,6.1,6.86,61.47,105.41,12.19,25.91,177.8,18.54,48.51,2.79,30.73,14.22,17.02,21.34,66.8,25.15,227.33
1985,Mar,P,21.84,207.77,3.81,44.7,24.38,72.39,170.18,14.48,93.73,118.62,32.26,144.27,19.56,61.72,39.37,9.14,39.62,57.66,56.9,305.56
1985,Apr,P,12.7,191.77,1.27,0.51,3.05,25.65,44.96,9.14,37.59,100.58,8.64,147.57,11.68,5.84,1.78,4.06,31.24,22.86,5.08,245.36
1985,May,P,36.83,105.92,6.35,43.94,25.65,62.23,181.86,10.41,37.85,103.89,29.46,38.86,12.7,27.18,28.45,NA,51.82,73.41,16.51,268.99
1985,Jun,P,25.65,83.06,16.26,46.74,39.62,55.63,114.3,45.72,21.59,103.38,31.24,168.66,15.24,49.78,35.05,77.22,48.51,50.55,64.77,405.13
1985,Jul,P,25.15,44.2,15.49,31.5,36.83,57.66,83.57,28.7,74.42,83.31,33.27,259.33,1.52,27.43,28.45,NA,26.42,68.07,30.23,65.53
1985,Aug,P,89.92,131.57,12.95,105.92,59.69,138.94,220.22,47.75,62.48,89.66,82.3,75.18,51.56,77.72,99.06,62.99,57.66,124.97,57.4,198.12
1985,Sep,P,80.52,165.61,14.73,113.54,99.31,181.36,298.2,65.79,77.72,128.27,67.06,204.47,55.37,141.22,122.17,51.56,95.25,197.61,110.24,595.38
1985,Oct,P,27.18,314.96,11.43,54.36,20.57,167.39,60.96,25.4,23.37,123.19,58.17,82.8,60.71,52.07,94.23,NA,107.19,48.51,38.35,338.84
1985,Nov,P,2.03,121.16,6.35,33.78,22.1,196.09,NA,22.86,22.86,39.12,85.09,112.78,17.53,71.88,28.45,3.3,115.82,21.84,30.99,82.04
1985,Dec,P,37.34,249.17,4.06,21.84,17.53,125.73,420.37,2.03,59.94,211.58,40.13,503.43,14.22,30.23,32.77,1.78,61.21,72.39,17.78,758.19
1986,Jan,P,5.08,325.63,4.06,16.51,8.64,52.07,288.29,3.3,95.76,177.8,33.78,295.4,10.92,5.84,10.16,13.21,28.19,18.03,2.79,651.26
1986,Feb,P,13.97,81.28,3.56,14.48,7.37,56.64,165.1,4.83,55.88,82.55,4.83,160.27,11.18,2.03,16.76,2.03,9.91,24.38,2.54,242.82
1986,Mar,P,43.18,252.22,2.29,0,4.06,13.97,101.85,8.13,1.78,154.43,6.1,116.59,0,0,0.76,2.29,2.29,13.21,1.02,240.03
1986,Apr,P,10.67,182.37,0.76,9.91,0.25,28.45,45.21,1.78,5.59,75.44,24.89,68.33,5.59,9.14,12.95,2.79,21.08,14.99,4.06,240.79
1986,May,P,12.7,165.35,1.78,19.81,18.54,51.31,117.86,13.72,27.69,64.52,25.65,57.66,0.25,17.02,7.87,25.65,29.72,41.66,8.89,208.03
1986,Jun,P,8.38,91.44,1.78,31.75,66.55,48.51,86.61,22.1,7.37,70.1,23.62,334.26,8.64,45.72,6.1,33.78,31.24,14.22,30.99,214.12
1986,Jul,P,51.31,104.39,20.07,50.04,34.29,62.99,197.87,53.85,55.88,60.45,61.98,69.09,36.07,87.63,72.14,48.26,82.55,144.02,NA,129.03
1986,Aug,P,91.95,83.31,17.53,111.76,53.85,66.8,314.71,59.94,74.42,175.01,81.79,163.07,60.71,67.56,70.1,10.67,139.7,150.11,49.78,623.32
1986,Sep,P,72.39,145.03,36.83,78.74,62.74,187.2,143.26,16.51,105.66,60.96,102.36,56.39,83.57,83.57,189.48,0.51,122.17,121.16,31.75,61.98
1986,Oct,P,104.39,597.15,10.92,32.51,37.08,76.96,435.36,45.47,141.22,313.18,63.5,288.8,6.6,44.45,8.89,7.87,62.23,253.49,28.45,641.86
1986,Nov,P,31.24,298.2,3.56,48.26,10.41,129.03,241.3,12.19,64.52,149.1,48.51,135.89,7.62,45.47,27.69,7.62,91.69,69.34,12.95,462.03
1986,Dec,P,36.07,259.33,2.29,11.43,26.92,125.48,481.84,8.64,197.61,163.07,16.51,295.66,22.1,24.13,29.72,4.57,81.03,77.47,15.75,889.51
1987,Jan,P,68.83,274.57,3.3,18.29,16.51,80.52,385.32,17.27,159,101.35,60.45,259.33,11.94,38.35,24.13,2.29,85.34,50.29,16.76,582.93
1987,Feb,P,5.08,219.71,2.03,7.62,7.62,80.01,146.56,2.54,74.93,79.5,13.72,120.65,14.48,14.99,14.22,4.83,50.55,25.65,11.94,368.3
1987,Mar,P,4.32,119.13,0.76,5.84,1.02,80.77,71.88,0,62.23,53.85,13.97,160.27,5.33,3.05,12.45,1.02,51.31,1.52,0.25,288.54
1987,Apr,P,6.1,287.53,0,1.27,2.54,49.28,116.84,1.27,19.56,52.83,20.57,125.22,2.29,2.29,2.79,8.38,38.86,16,1.78,403.86
1987,May,P,17.02,211.07,3.3,30.48,25.91,38.61,210.31,5.33,26.92,66.04,44.2,93.22,1.27,36.32,9.4,55.12,37.34,31.24,6.86,382.78
1987,Jun,P,27.69,189.48,1.52,36.83,57.91,101.6,314.96,25.91,27.18,152.91,37.85,428.75,18.03,12.95,15.24,60.96,74.68,47.24,32.26,465.84
1987,Jul,P,48.01,27.18,49.28,48.01,55.12,45.72,79.76,43.18,27.43,64.52,49.28,31.75,29.21,112.01,24.64,59.44,79.5,108.2,45.97,47.24
1987,Aug,P,10.92,94.23,25.4,61.72,38.61,65.02,75.69,14.22,14.99,115.32,69.34,16.51,16.76,42.16,48.51,13.46,87.88,85.6,34.8,61.47
1987,Sep,P,48.51,441.96,34.8,35.81,81.28,107.95,524.76,14.48,130.05,226.57,75.95,198.88,50.55,84.84,61.47,25.91,119.13,109.73,55.88,1227.58
1987,Oct,P,66.04,178.82,4.32,36.32,40.89,142.24,449.58,9.91,174.5,263.14,62.74,205.23,10.41,26.92,46.48,11.43,157.73,71.63,8.13,1239.77
1987,Nov,P,48.26,452.63,1.27,13.46,12.95,80.52,237.24,16.26,59.18,182.12,69.85,126.49,8.64,52.83,16.51,13.97,31.5,44.45,10.41,724.92
1987,Dec,P,28.45,308.86,4.57,37.59,37.08,93.73,304.8,12.95,50.55,135.13,27.18,63.25,35.56,44.7,29.72,6.6,83.31,60.45,19.56,562.86
1988,Jan,P,9.65,241.05,0.51,10.67,32.51,93.98,124.21,8.13,119.63,65.53,14.22,175.51,4.83,15.75,11.43,3.05,35.05,12.45,10.92,149.1
1988,Feb,P,8.13,153.92,1.02,8.89,14.99,73.91,272.54,3.3,100.33,166.37,19.05,292.1,7.87,22.1,35.81,5.59,35.56,50.8,10.92,412.5
1988,Mar,P,16.51,348.49,2.54,11.43,4.06,22.61,266.19,3.3,110.24,105.41,18.8,218.19,19.56,13.21,21.84,2.79,7.11,24.38,1.52,453.14
1988,Apr,P,9.4,181.36,0.76,11.43,7.11,45.97,257.81,5.33,103.89,57.15,25.91,168.91,1.27,9.65,7.37,13.97,33.53,22.86,1.02,409.96
1988,May,P,14.22,226.31,0.51,38.35,23.11,68.58,176.02,38.35,23.11,99.31,74.93,61.47,21.08,77.98,24.64,56.13,44.2,44.45,26.67,226.06
1988,Jun,P,20.07,136.14,3.81,40.39,14.73,42.93,123.44,57.4,22.61,52.07,28.19,40.39,3.81,53.34,35.81,62.23,43.94,60.2,15.75,117.35
1988,Jul,P,16.26,181.86,18.8,14.22,36.58,28.45,102.36,25.91,19.56,132.33,69.34,104.39,23.11,22.35,8.13,95.5,9.14,57.91,9.4,271.78
1988,Aug,P,95.76,203.45,39.88,95.25,91.69,76.96,291.08,49.53,81.79,140.46,73.15,210.31,59.69,68.83,104.65,25.65,99.82,126.49,44.2,476.25
1988,Sep,P,32,217.93,10.41,18.54,38.1,99.06,392.94,18.54,32.77,138.68,55.12,166.37,25.15,21.34,NA,4.57,65.79,95.76,14.99,431.55
1988,Oct,P,75.18,286.77,6.1,15.49,26.67,83.31,358.9,27.18,61.72,246.63,42.67,259.08,16.26,33.27,7.11,22.1,65.53,109.98,11.94,861.06
1988,Nov,P,28.19,354.84,0.25,10.92,11.43,100.84,83.82,17.27,46.99,218.95,38.61,201.42,7.11,8.89,11.18,5.08,89.66,21.84,12.7,454.91
1988,Dec,P,38.35,216.15,6.6,42.67,29.21,161.8,387.6,11.68,139.95,120.65,40.64,291.59,34.8,38.35,35.31,8.38,85.6,59.44,13.46,766.57
1989,Jan,P,6.6,388.11,0.25,28.96,16.76,42.67,148.34,13.21,48.26,171.96,21.34,64.26,6.86,45.21,21.34,5.59,53.85,22.1,22.61,289.31
1989,Feb,P,4.32,3.05,7.37,44.7,56.9,102.11,16.26,24.89,6.86,1.78,23.62,36.58,31.24,62.99,53.59,0,65.02,50.55,48.77,5.33
1989,Mar,P,5.59,112.01,NA,9.65,2.03,13.21,48.77,3.3,0.76,33.78,4.83,91.69,3.56,6.1,9.91,5.08,13.46,23.88,5.59,84.84
1989,Apr,P,24.89,49.02,10.67,16.51,32,55.88,175.77,1.27,28.7,22.1,25.15,104.9,35.81,25.65,43.94,4.06,59.18,57.15,11.68,72.39
1989,May,P,49.02,68.07,0.51,37.08,36.58,56.13,338.07,25.15,28.45,87.38,58.93,51.31,26.67,29.97,51.31,52.32,48.51,76.96,19.05,335.28
1989,Jun,P,28.96,76.2,9.14,65.28,32,62.99,300.74,64.26,16.76,27.94,27.94,183.39,6.35,29.97,7.37,57.91,24.13,53.85,51.05,289.31
1989,Jul,P,73.41,44.96,81.03,43.43,50.8,35.56,100.58,23.11,53.34,96.77,77.22,98.04,61.21,67.31,118.36,14.48,50.8,115.06,59.18,194.82
1989,Aug,P,248.16,59.18,42.93,91.69,90.68,81.28,268.48,19.81,71.12,71.63,80.01,150.37,80.52,99.57,83.57,37.34,45.97,216.66,51.82,NA
1989,Sep,P,99.57,132.59,17.53,72.39,25.65,197.36,743.71,18.29,103.89,185.17,149.86,154.94,45.72,84.33,57.4,8.13,91.69,146.81,27.94,598.68
1989,Oct,P,92.2,353.06,5.08,44.45,25.15,111.51,465.58,32.51,103.63,161.8,72.64,178.82,26.42,58.67,31.24,12.7,74.68,112.01,18.03,671.32
1989,Nov,P,25.65,442.72,0,23.37,12.7,66.04,254,24.64,30.48,158.24,40.13,141.73,9.14,42.67,30.48,9.4,99.57,51.31,24.38,486.66
1989,Dec,P,41.4,452.12,5.08,26.42,25.65,96.77,670.05,14.48,67.31,172.21,33.27,319.79,13.97,25.91,18.29,12.19,44.96,94.74,13.46,894.33
1990,Jan,P,36.07,255.02,0.76,23.37,9.91,101.35,344.93,13.21,77.98,94.49,36.58,172.47,9.14,31.5,22.61,4.32,63.5,92.2,9.91,291.08
1990,Feb,P,37.08,146.81,1.52,24.38,14.99,55.37,176.28,18.29,39.12,115.32,40.89,73.66,13.97,50.55,13.21,12.19,62.23,109.47,24.13,365.25
1990,Mar,P,11.68,251.71,3.3,20.07,48.01,46.74,226.06,2.79,8.38,123.44,43.43,141.22,19.05,70.1,17.78,2.03,31.75,100.08,20.32,461.52
1990,Apr,P,6.86,101.09,2.03,6.35,8.13,29.46,117.86,1.78,10.16,26.92,22.61,168.4,11.43,16.76,27.69,3.05,7.87,23.62,1.52,153.67
1990,May,P,18.03,95.76,3.3,27.43,17.27,82.04,100.08,10.16,27.94,43.69,38.61,120.65,9.4,25.65,50.8,9.91,39.62,40.64,16.26,138.68
1990,Jun,P,38.61,157.73,9.65,21.08,35.31,35.05,189.99,43.94,30.48,84.33,30.99,54.36,21.59,15.49,29.72,28.7,13.46,34.8,23.88,204.98
1990,Jul,P,20.57,67.82,34.29,69.09,45.72,54.1,213.11,123.7,16.26,118.11,129.03,201.42,23.37,54.86,118.36,11.18,51.05,34.8,48.51,432.56
1990,Aug,P,48.26,146.3,30.23,72.14,39.12,73.41,300.23,91.44,60.71,135.89,51.31,199.64,58.42,85.6,109.22,38.35,87.12,109.47,75.69,474.47
1990,Sep,P,168.66,169.16,13.97,81.53,60.45,166.37,695.96,44.2,156.97,270,69.85,227.58,76.45,81.03,47.24,59.44,85.85,259.59,61.98,883.92
1990,Oct,P,18.54,374.9,10.67,52.07,26.16,106.93,220.22,7.87,42.16,167.39,60.45,137.16,48.51,50.55,59.69,14.99,93.73,32,33.53,545.85
1990,Nov,P,33.27,180.09,4.32,76.45,13.46,52.32,47.24,38.35,4.06,124.21,53.34,58.93,56.39,42.67,39.62,8.64,111.51,22.61,18.54,180.34
1990,Dec,P,45.21,318.26,3.05,57.91,25.65,151.38,227.08,74.68,37.59,153.16,82.8,124.71,27.18,127.51,32.51,9.91,72.9,156.46,54.61,230.38
1991,Jan,P,15.75,214.38,1.78,5.84,40.89,69.6,NA,29.72,35.56,105.66,13.97,271.27,25.65,18.8,28.7,4.83,36.83,59.44,18.54,328.17
1991,Feb,P,10.67,259.08,2.03,3.81,10.67,74.93,201.68,4.32,35.56,166.37,14.73,274.32,14.22,8.13,10.92,5.33,29.46,15.75,0.25,477.77
1991,Mar,P,16.51,172.47,0.51,87.38,57.15,109.98,201.17,56.9,49.53,112.01,39.62,17.02,25.4,71.63,13.97,5.84,73.15,83.57,37.59,293.37
1991,Apr,P,5.84,113.03,1.78,7.62,11.18,49.78,251.97,0,20.57,120.14,21.84,203.96,12.95,14.99,16.26,0,5.59,25.91,1.27,372.36
1991,May,P,3.05,146.81,4.32,20.07,56.64,62.74,233.43,2.54,39.12,119.89,31.5,247.4,5.59,6.6,8.89,23.37,25.4,26.67,23.11,362.2
1991,Jun,P,4.57,108.97,2.03,30.48,16,96.01,100.58,9.14,33.02,86.61,41.4,219.71,3.05,14.48,57.91,48.77,27.94,12.45,1.78,150.11
1991,Jul,P,71.63,207.26,5.59,38.35,38.35,11.43,244.09,20.57,38.1,123.19,25.91,58.17,50.55,69.34,61.98,68.58,51.31,98.81,47.24,363.73
1991,Aug,P,89.92,233.93,5.08,49.28,21.08,105.92,280.67,29.97,55.88,243.84,45.47,121.16,2.03,75.18,19.05,17.53,101.35,81.03,83.57,704.6
1991,Sep,P,86.61,274.57,8.89,43.69,25.4,147.83,551.43,29.46,86.36,384.56,53.34,258.83,27.18,31.75,68.33,24.38,125.73,88.14,16.51,1078.23
1991,Oct,P,49.02,450.09,9.91,39.37,29.46,148.08,250.44,18.03,23.37,219.2,50.55,291.85,42.93,40.13,58.67,9.14,62.74,66.04,26.92,474.98
1991,Nov,P,39.88,592.33,1.78,18.29,5.59,39.37,171.7,12.19,43.94,244.6,34.04,329.18,3.05,15.75,3.56,22.1,40.64,21.84,1.78,464.31
1991,Dec,P,46.23,581.41,0.76,23.11,16.76,84.33,342.39,25.91,149.1,236.73,32,147.83,7.37,27.69,11.68,7.37,55.12,76.96,14.99,504.95
1992,Jan,P,29.72,394.46,1.02,4.06,12.7,39.88,263.91,21.59,109.98,220.73,20.07,230.38,6.6,4.83,9.4,8.13,29.97,42.42,10.92,757.94
1992,Feb,P,26.42,158.5,3.05,12.7,20.57,17.27,319.02,16.76,29.21,183.9,23.37,54.36,20.32,17.53,13.46,2.03,45.97,44.96,12.45,494.54
1992,Mar,P,7.87,203.45,3.3,13.46,12.95,30.99,417.07,1.78,95.5,161.8,35.56,139.45,22.35,17.78,29.97,0,26.67,16,4.57,946.91
1992,Apr,P,2.03,258.32,2.79,1.02,6.35,6.6,103.63,11.94,12.45,92.2,4.83,53.34,2.54,7.62,0.25,3.56,2.03,9.65,7.37,139.19
1992,May,P,14.73,198.12,2.03,20.07,5.59,13.72,123.44,31.24,8.38,233.68,18.8,191.01,10.16,38.1,5.84,26.92,22.35,35.05,21.34,328.42
1992,Jun,P,30.73,121.16,4.06,48.01,78.99,83.06,98.81,54.61,11.43,75.69,64.26,141.99,12.7,24.38,10.67,30.99,63.75,18.8,67.82,346.46
1992,Jul,P,20.07,93.73,6.6,36.07,72.64,59.94,215.39,58.93,34.54,131.57,76.71,57.15,9.4,77.22,15.49,115.06,71.12,60.2,50.29,199.14
1992,Aug,P,63.25,106.43,16.76,89.41,65.53,72.64,440.69,14.99,66.8,127.51,120.14,152.91,76.2,49.02,100.08,34.04,130.05,101.35,37.08,529.59
1992,Sep,P,71.88,436.63,11.94,55.63,14.99,56.13,163.07,34.04,26.92,290.83,34.29,68.33,14.99,62.23,44.45,26.92,88.9,59.69,13.97,428.5
1992,Oct,P,52.83,287.02,5.33,27.18,24.64,65.79,353.57,23.11,21.08,149.86,28.19,122.94,21.34,17.02,38.35,4.32,73.41,86.61,19.81,688.59
1992,Nov,P,29.72,358.39,5.59,56.39,85.34,112.27,433.58,23.62,114.3,200.91,36.83,122.68,29.46,72.9,24.13,6.6,63.75,103.89,37.08,714.25
1992,Dec,P,17.53,227.08,6.1,88.65,78.49,157.48,270.76,30.73,65.02,145.54,44.96,126.24,23.37,55.63,32.77,4.57,69.09,83.31,19.56,327.66
1993,Jan,P,23.88,306.32,11.43,64.26,81.28,135.13,259.08,60.96,54.1,231.39,37.59,75.44,14.99,95,28.96,7.11,57.91,106.68,62.99,268.73
1993,Feb,P,29.72,419.86,4.32,12.7,12.45,77.22,242.82,7.87,40.64,205.49,8.89,180.59,6.35,20.07,28.96,6.35,42.67,31.24,16.76,287.27
